500,0.4873,0.7011,1.978,0.08
1000,4.4662,7.784,13.6158,0.3461
2000,10.4036,23.1375,16.0469,0.5354
3000,16.0659,21.1374,20.8429,1.0563
4000,26.3218,41.6764,14.8349,1.1193
5000,29.6089,52.9004,28.561,0.6757
10000,129.998,204.134,28.9967,4.9091
20000,512.961,730.724,90.1534,4.2831
